Subject,Relation,Object
途锐,HAS_UNIT,变速箱
哪吒N01,HAS_UNIT,电机
零跑S01,HAS_UNIT,电池
零跑S01,HAS_UNIT,动力电池
科雷傲,HAS_UNIT,燃油泵
轩逸,HAS_UNIT,电机
昂科拉GX,HAS_UNIT,变速箱
观境,HAS_UNIT,变速箱
观境,HAS_UNIT,发动机
欧蓝德,HAS_UNIT,电机
启辰R50,HAS_UNIT,发动机
启辰R50,HAS_UNIT,冷却系统
启辰R50,HAS_UNIT,水泵
助力泵,UNIT_FAILURE,降低
KX CROSS,HAS_UNIT,发动机
KX CROSS,HAS_UNIT,传感器
K5凯酷,HAS_UNIT,空调
林荫大道,HAS_UNIT,空调
森林人,HAS_UNIT,传感器
风神AX4,HAS_UNIT,变速箱
雷凌双擎E+,HAS_UNIT,电池
雷凌双擎E+,HAS_UNIT,动力电池
V5菱致,HAS_UNIT,发动机
林肯MKX,HAS_UNIT,传感器
雪铁龙C3-XR,HAS_UNIT,发动机
长安UNI-T,HAS_UNIT,电机
北斗星,HAS_UNIT,电机
帝豪GS,HAS_UNIT,控制器
昌河北斗星,HAS_UNIT,电机
昌河北斗星,HAS_UNIT,空调
马自达CX-4,HAS_UNIT,轴承
长安欧尚科赛5,HAS_UNIT,变速箱
风神A60,HAS_UNIT,发动机
轴承,UNIT_FAILURE,高温
悦动,HAS_UNIT,电机
奇瑞eQ1,HAS_UNIT,转换器
奇瑞eQ1,HAS_UNIT,电池
瑞迈,HAS_UNIT,燃油泵
瑞迈,HAS_UNIT,发动机
哈弗H6,HAS_UNIT,差速器
雪铁龙C4L,HAS_UNIT,电机
世嘉,HAS_UNIT,水泵
蒙迪欧致胜,HAS_UNIT,燃油泵
标致308,HAS_UNIT,轴承
风骏7,HAS_UNIT,燃油泵
星越,HAS_UNIT,冷却系统
卡罗拉双擎E+,HAS_UNIT,电池
帅铃T6,HAS_UNIT,助力泵
科鲁泽,HAS_UNIT,助力泵
海马7X,HAS_UNIT,变速箱
海马7X,HAS_UNIT,发动机
宋Pro,HAS_UNIT,轴承
大迈X5,HAS_UNIT,传感器
众泰E200,HAS_UNIT,控制器
动力电池,UNIT_FAILURE,熄火
上汽大通MAXUS D90,HAS_UNIT,变速箱
起亚K5（进口）,HAS_UNIT,燃油泵
猎豹CS9,HAS_UNIT,变速箱
猎豹CS9,HAS_UNIT,发动机
蒙迪欧,HAS_UNIT,助力泵
途岳,HAS_UNIT,燃油泵
奥迪A8,HAS_UNIT,传感器
液面,FEATURE_FAILURE,降低
杰德,HAS_UNIT,转向机
电压,FEATURE_FAILURE,漏油
传祺GS8,HAS_UNIT,差速器
宝马1系（进口）,HAS_UNIT,差速器
赛拉图,HAS_UNIT,变速箱
自由光,HAS_UNIT,发动机
自由光,HAS_UNIT,水泵
自由光,HAS_UNIT,轴承
猎豹CS9,HAS_UNIT,传感器
海马S7,HAS_UNIT,空调
探岳GTE,HAS_UNIT,变速箱
景逸X5,HAS_UNIT,转换器
转换器,COMPOSED_OF,发动机
途观L新能源,HAS_UNIT,电池
途观L新能源,HAS_UNIT,电机
途观L新能源,HAS_UNIT,动力电池
奥迪Q5,HAS_UNIT,轴承
骐达TIIDA,HAS_UNIT,轴承
睿骋CC,HAS_UNIT,变速箱
现代ix35,HAS_UNIT,助力泵
撼路者,HAS_UNIT,变速箱
风光580,HAS_UNIT,控制器
捷途X70,HAS_UNIT,传感器
艾瑞泽7,HAS_UNIT,轴承
宝骏510,HAS_UNIT,空调
揽福,HAS_UNIT,发动机
奥迪A6,HAS_UNIT,变速箱
分离器,UNIT_FAILURE,漏油
奔驰GLC,HAS_UNIT,传感器
猎豹CS9,HAS_UNIT,轴承
沃尔沃XC60（进口）,HAS_UNIT,变速箱
汉腾X5,HAS_UNIT,传感器
同悦RS,HAS_UNIT,变速箱
同悦RS,HAS_UNIT,轴承
荣威RX5,HAS_UNIT,差速器
朗行,HAS_UNIT,传感器
博越,HAS_UNIT,电机
转向机,UNIT_FAILURE,无法启动
东风风光ix5,HAS_UNIT,变速箱
东风风光ix5,HAS_UNIT,发动机
威旺S50,HAS_UNIT,发动机
哈弗H9,HAS_UNIT,转向机
荣威360,HAS_UNIT,传感器
比亚迪G6,HAS_UNIT,控制器
柯米克,HAS_UNIT,电机
远景S1,HAS_UNIT,轴承
欧诺S,HAS_UNIT,轴承
现代ix25,HAS_UNIT,变速箱
现代ix25,HAS_UNIT,发动机
玛驰,HAS_UNIT,传感器
逍客,HAS_UNIT,燃油泵
英菲尼迪QX50（进口）,HAS_UNIT,轴承
昂科威,HAS_UNIT,控制器
CC,HAS_UNIT,转向机
五菱荣光,HAS_UNIT,轴承
开拓者,HAS_UNIT,轴承
CC,HAS_UNIT,变速箱
帝豪GL,HAS_UNIT,电机
猎豹CS9,HAS_UNIT,电机
荣威RX8,HAS_UNIT,空调
威驰,HAS_UNIT,传感器
电压,FEATURE_FAILURE,断裂
海景,HAS_UNIT,转向机
起亚K3,HAS_UNIT,电池
雨燕,HAS_UNIT,空调
荣威350,HAS_UNIT,变速箱
焕驰,HAS_UNIT,传感器
奥迪A6L,HAS_UNIT,转向机
奥迪A6L,HAS_UNIT,助力泵
翼搏,HAS_UNIT,转向机
众泰T600,HAS_UNIT,电池
航海家（进口）,HAS_UNIT,变速箱
宝马3系,HAS_UNIT,燃油泵
元新能源,HAS_UNIT,动力电池
动力电池,UNIT_FAILURE,漏油
远景,HAS_UNIT,助力泵
景逸X5,HAS_UNIT,电机
辉昂,HAS_UNIT,空调
辉昂,HAS_UNIT,传感器
斯巴鲁XV,HAS_UNIT,变速箱
传祺GS5 Super,HAS_UNIT,发动机
长安CS85 COUPE,HAS_UNIT,传感器
明锐,HAS_UNIT,控制器
众泰T300,HAS_UNIT,发动机
凯迪拉克XTS,HAS_UNIT,传感器
宝马3系,HAS_UNIT,轴承
标致408,HAS_UNIT,轴承
CC,HAS_UNIT,发动机
CC,HAS_UNIT,传感器
远景X3,HAS_UNIT,燃油泵
传祺GS3,HAS_UNIT,电机
哈弗H4,HAS_UNIT,发动机
雪铁龙C4L,HAS_UNIT,燃油泵
奥迪A3,HAS_UNIT,转向机
奥迪A3,HAS_UNIT,助力泵
风神AX3,HAS_UNIT,发动机
瑞风S2,HAS_UNIT,变速箱
吉利EC8,HAS_UNIT,发动机
众泰Z200,HAS_UNIT,发动机
众泰Z200,HAS_UNIT,传感器
马自达CX-4,HAS_UNIT,空调
荣威360,HAS_UNIT,轴承
长安CS75 PLUS,HAS_UNIT,水泵
伽途ix7,HAS_UNIT,变速箱
庆铃TAGA,HAS_UNIT,变速箱
庆铃TAGA,HAS_UNIT,发动机
宝马3系,HAS_UNIT,转向机
电池,COMPOSED_OF,转向机
远景,HAS_UNIT,电池
传祺GS8,HAS_UNIT,轴承
长安CS75 PLUS,HAS_UNIT,变压器
变压器,COMPOSED_OF,电机
名爵6,HAS_UNIT,助力泵
奔驰S级,HAS_UNIT,空调
奥迪A5,HAS_UNIT,电机
名图,HAS_UNIT,轴承
名图,HAS_UNIT,助力泵
哈弗H2,HAS_UNIT,电机
哈弗H2,HAS_UNIT,空调
绅宝X35,HAS_UNIT,转向机
猎豹CS10,HAS_UNIT,轴承
猎豹CS10,HAS_UNIT,差速器
沃尔沃XC90,HAS_UNIT,发动机
哈弗M6,HAS_UNIT,电池
吉利icon,HAS_UNIT,变速箱
吉利icon,HAS_UNIT,发动机
宝骏360,HAS_UNIT,发动机
宝骏360,HAS_UNIT,传感器
众泰T700,HAS_UNIT,空调
名爵ZS,HAS_UNIT,轴承
瑞风M4,HAS_UNIT,发动机
欧蓝德（进口）,HAS_UNIT,变速箱
比亚迪G5,HAS_UNIT,变速箱
比亚迪G5,HAS_UNIT,轴承
宝马X7,HAS_UNIT,传感器
哈弗H5,HAS_UNIT,轴承
哈弗H5,HAS_UNIT,助力泵
传祺GM6,HAS_UNIT,变速箱
传祺GM6,HAS_UNIT,发动机
传祺GM6,HAS_UNIT,空调
嘉悦X7,HAS_UNIT,发动机
奕炫,HAS_UNIT,冷却系统
奕炫,HAS_UNIT,水泵
哈弗F5,HAS_UNIT,控制器
悦翔V3,HAS_UNIT,转向机
标致301,HAS_UNIT,变速箱
全顺,HAS_UNIT,传感器
星越,HAS_UNIT,空调
圣达菲,HAS_UNIT,转向机
唐,HAS_UNIT,变速箱
焕驰,HAS_UNIT,轴承
马自达6,HAS_UNIT,变速箱
和悦A30,HAS_UNIT,助力泵
卡罗拉双擎E+,HAS_UNIT,燃油泵
奥迪Q7,HAS_UNIT,空调
威驰FS,HAS_UNIT,变速箱
上汽MAXUS G10,HAS_UNIT,变速箱
长安欧尚A600,HAS_UNIT,电机
长安欧尚A600,HAS_UNIT,助力泵
电机,COMPOSED_OF,助力泵
绅宝X25,HAS_UNIT,转向机
自由光,HAS_UNIT,变速箱
名爵ZS,HAS_UNIT,电池
自由侠,HAS_UNIT,变速箱
马自达6,HAS_UNIT,空调
观致5,HAS_UNIT,传感器
猎豹CS10,HAS_UNIT,转向机
轴承,UNIT_FAILURE,摇晃
转向机,UNIT_FAILURE,摇晃
压力,FEATURE_FAILURE,摇晃
荣威RX5 MAX,HAS_UNIT,电池
上汽MAXUS V90,HAS_UNIT,变速箱
讴歌RDX,HAS_UNIT,变速箱
讴歌RDX,HAS_UNIT,发动机
讴歌RDX,HAS_UNIT,传感器
皇冠,HAS_UNIT,电机
哈弗H6,HAS_UNIT,燃油泵
高尔夫,HAS_UNIT,助力泵
奔腾X40,HAS_UNIT,变速箱
宝来,HAS_UNIT,分离器
传祺GM8,HAS_UNIT,发动机
锐志,HAS_UNIT,传感器
中华V3,HAS_UNIT,控制器
新世代全顺,HAS_UNIT,发动机
幻速S3,HAS_UNIT,水泵
绅宝X25,HAS_UNIT,发动机
幻速S6,HAS_UNIT,发动机
诊断仪,DETECTS,阻值
启辰D60,HAS_UNIT,电机
风光580,HAS_UNIT,水泵
威旺S50,HAS_UNIT,变速箱
YARiS L 致炫,HAS_UNIT,转向机
YARiS L 致炫,HAS_UNIT,助力泵
欧曼,HAS_UNIT,助力泵
帕萨特,HAS_UNIT,燃油泵
荣威550,HAS_UNIT,传感器
差速器,UNIT_FAILURE,报警
差速器,UNIT_FAILURE,高温
转向机,UNIT_FAILURE,高温
水泵,COMPOSED_OF,差速器
柯珞克,HAS_UNIT,电池
长安欧尚CX70,HAS_UNIT,空调
启辰T70,HAS_UNIT,助力泵
瑞风M3,HAS_UNIT,变速箱
风神A60,HAS_UNIT,空调
荣威i6,HAS_UNIT,控制器
瑞风M3,HAS_UNIT,发动机
科雷傲,HAS_UNIT,空调
发现神行（进口）,HAS_UNIT,变速箱
发现神行（进口）,HAS_UNIT,发动机
长安之星S460,HAS_UNIT,发动机
奔奔,HAS_UNIT,电机
Tiguan,HAS_UNIT,空调
Tiguan,HAS_UNIT,传感器
转向机,UNIT_FAILURE,通讯中断
助力泵,UNIT_FAILURE,通讯中断
锋范,HAS_UNIT,水泵
科鲁兹,HAS_UNIT,冷却系统
科鲁兹,HAS_UNIT,水泵
发现神行,HAS_UNIT,轴承
锋范,HAS_UNIT,冷却系统
领动,HAS_UNIT,水泵
威旺M60,HAS_UNIT,发动机
皇冠,HAS_UNIT,变速箱
哈弗F7x,HAS_UNIT,发动机
帕杰罗（进口）,HAS_UNIT,空调
荣威RX5 MAX,HAS_UNIT,空调
爱迪尔,HAS_UNIT,发动机
爱迪尔,HAS_UNIT,传感器
奥迪Q5,HAS_UNIT,空调
阻值,FEATURE_FAILURE,报警
阻值,FEATURE_FAILURE,熄火
捷达,HAS_UNIT,轴承
昊锐,HAS_UNIT,空调
凯迪拉克CT6,HAS_UNIT,轴承
智跑,HAS_UNIT,助力泵
奔腾T77,HAS_UNIT,转向机
奔腾T77,HAS_UNIT,助力泵
奔腾B70,HAS_UNIT,传感器
锐腾,HAS_UNIT,轴承
锐腾,HAS_UNIT,转向机
悦动,HAS_UNIT,空调
悦纳,HAS_UNIT,转向机
发现神行,HAS_UNIT,传感器
比亚迪F0,HAS_UNIT,空调
马自达8,HAS_UNIT,发动机
马自达8,HAS_UNIT,传感器
Model 3,HAS_UNIT,控制器
翼虎,HAS_UNIT,空调
远景,HAS_UNIT,电机
蓝鸟,HAS_UNIT,轴承
众泰T500,HAS_UNIT,传感器
大切诺基（进口）,HAS_UNIT,变速箱
大切诺基（进口）,HAS_UNIT,轴承
亚洲龙,HAS_UNIT,电机
博瑞新能源,HAS_UNIT,电池
途锐,HAS_UNIT,电池
锐界,HAS_UNIT,轴承
标致307,HAS_UNIT,变速箱
标致307,HAS_UNIT,轴承
K5凯酷,HAS_UNIT,电机
众泰T600,HAS_UNIT,控制器
中华V7,HAS_UNIT,轴承
中华V7,HAS_UNIT,转向机
中华V7,HAS_UNIT,助力泵
迈锐宝XL,HAS_UNIT,助力泵
锐腾,HAS_UNIT,燃油泵
T-ROC探歌,HAS_UNIT,水泵
T-ROC探歌,HAS_UNIT,助力泵
众泰T500,HAS_UNIT,变速箱
驭胜S330,HAS_UNIT,变速箱
福瑞迪,HAS_UNIT,变速箱
起亚K2,HAS_UNIT,变速箱
中华骏捷,HAS_UNIT,发动机
瑞风S2,HAS_UNIT,发动机
瑞风S2,HAS_UNIT,传感器
帅铃,HAS_UNIT,转向机
瑞鹰,HAS_UNIT,电池
标致2008,HAS_UNIT,电机
东南DX7,HAS_UNIT,传感器
传感器,UNIT_FAILURE,摇晃
楼兰,HAS_UNIT,燃油泵
风神AX7,HAS_UNIT,轴承
宝骏630,HAS_UNIT,发动机
INSPIRE,HAS_UNIT,传感器
朗境,HAS_UNIT,变速箱
朗境,HAS_UNIT,发动机
帕萨特新能源,HAS_UNIT,电机
瑞风M3,HAS_UNIT,轴承
奔驰B级,HAS_UNIT,空调
Yeti,HAS_UNIT,发动机
液面,FEATURE_FAILURE,异响
风神AX7,HAS_UNIT,空调
标致508,HAS_UNIT,助力泵
众泰T600,HAS_UNIT,转向机
空调,COMPOSED_OF,水泵
丰田C-HR,HAS_UNIT,转向机
博骏,HAS_UNIT,发动机
逆变器,UNIT_FAILURE,降低
宝马3系,HAS_UNIT,水泵
长城C50,HAS_UNIT,空调
五菱荣光小卡,HAS_UNIT,空调
汉腾X7,HAS_UNIT,发动机
奇瑞QQ,HAS_UNIT,发动机
奇瑞QQ,HAS_UNIT,冷却系统
奇瑞QQ,HAS_UNIT,水泵
凯越,HAS_UNIT,助力泵
普力马,HAS_UNIT,变速箱
普力马,HAS_UNIT,发动机
马自达CX-5,HAS_UNIT,转换器
马自达CX-5,HAS_UNIT,电池
昌河Q35,HAS_UNIT,发动机
传祺GA8,HAS_UNIT,变速箱
风神AX5,HAS_UNIT,变速箱
风神AX5,HAS_UNIT,发动机
风神AX5,HAS_UNIT,传感器
哈弗F7,HAS_UNIT,空调
万用表,DETECTS,温度
五菱荣光小卡,HAS_UNIT,电池
马自达CX-4,HAS_UNIT,传感器
沃尔沃S80L,HAS_UNIT,电机
锋驭,HAS_UNIT,变速箱
锋驭,HAS_UNIT,轴承
福美来,HAS_UNIT,空调
宋,HAS_UNIT,转向机
宝骏510,HAS_UNIT,水泵
乐风,HAS_UNIT,水泵
柯米克,HAS_UNIT,传感器
明锐,HAS_UNIT,发动机罩
发动机罩,UNIT_FAILURE,漏油
传祺GS7,HAS_UNIT,发动机
宝骏630,HAS_UNIT,轴承
水泵,COMPOSED_OF,转向机
领克01,HAS_UNIT,轴承
凯美瑞,HAS_UNIT,分离器
爱丽舍,HAS_UNIT,变速箱
名爵ZS,HAS_UNIT,转向机
名爵ZS,HAS_UNIT,助力泵
帅铃T6,HAS_UNIT,传感器
荣威Ei5,HAS_UNIT,电池
荣威Ei5,HAS_UNIT,动力电池
Macan,HAS_UNIT,变速箱
胜达,HAS_UNIT,转向机
昕锐,HAS_UNIT,转向机
昕锐,HAS_UNIT,助力泵
逸动XT,HAS_UNIT,变速箱
北斗星,HAS_UNIT,发动机
传祺GS5,HAS_UNIT,发动机
标致408,HAS_UNIT,差速器
凯旋,HAS_UNIT,变速箱
凯旋,HAS_UNIT,发动机
瑞虎,HAS_UNIT,空调
瑞虎,HAS_UNIT,传感器
C-TREK蔚领,HAS_UNIT,变速箱
荣威i6,HAS_UNIT,空调
YARiS L 致享,HAS_UNIT,空调
YARiS L 致炫,HAS_UNIT,电机
花冠,HAS_UNIT,传感器
骊威,HAS_UNIT,轴承
途锐,HAS_UNIT,助力泵
帅铃T6,HAS_UNIT,发动机
同悦RS,HAS_UNIT,传感器
WEY VV6,HAS_UNIT,燃油泵
途锐,HAS_UNIT,转向机
众泰Z700,HAS_UNIT,变速箱
传祺GA6,HAS_UNIT,发动机
传祺GS5,HAS_UNIT,轴承
艾瑞泽7e,HAS_UNIT,变速箱
功率,FEATURE_FAILURE,断裂
瑞风,HAS_UNIT,空调
福瑞达,HAS_UNIT,变速箱
福瑞达,HAS_UNIT,发动机
北斗星X5,HAS_UNIT,传感器
陆风X7,HAS_UNIT,电机
风神AX4,HAS_UNIT,轴承
传祺GA5新能源,HAS_UNIT,电池
传祺GA5新能源,HAS_UNIT,发动机
传祺GA5新能源,HAS_UNIT,动力电池
五菱宏光V,HAS_UNIT,轴承
风光330,HAS_UNIT,发动机
名爵ZS,HAS_UNIT,燃油泵
传感器,COMPOSED_OF,助力泵
瑞风S4,HAS_UNIT,变速箱
瑞风S4,HAS_UNIT,轴承
福克斯Active,HAS_UNIT,变速箱
福克斯Active,HAS_UNIT,发动机
荣威RX5,HAS_UNIT,转向机
奥迪A6（进口）,HAS_UNIT,发动机
奥迪A6（进口）,HAS_UNIT,空调
奥迪A6（进口）,HAS_UNIT,传感器
奥迪A6（进口）,HAS_UNIT,水泵
荣威i6,HAS_UNIT,电池
幻速S5,HAS_UNIT,转向机
桑塔纳经典,HAS_UNIT,发动机
桑塔纳经典,HAS_UNIT,空调
猎豹CS10,HAS_UNIT,电机
猎豹CS10,HAS_UNIT,水泵
猎豹CS10,HAS_UNIT,助力泵
锐界,HAS_UNIT,助力泵
桑塔纳,HAS_UNIT,助力泵
远景X3,HAS_UNIT,空调
众泰T600,HAS_UNIT,空调
小康C32,HAS_UNIT,变速箱
小康C32,HAS_UNIT,发动机
小康C32,HAS_UNIT,传感器
沃尔沃V90,HAS_UNIT,变速箱
万用表,DETECTS,转速
万用表,DETECTS,阻值
荣威i6,HAS_UNIT,转向机
乐驰,HAS_UNIT,电池
英菲尼迪Q50L,HAS_UNIT,电机
骏派D60,HAS_UNIT,发动机
荣威360,HAS_UNIT,转向机
汉腾X7,HAS_UNIT,传感器
传祺GS3,HAS_UNIT,冷却系统
哈弗H9,HAS_UNIT,轴承
普拉多,HAS_UNIT,变速箱
众泰T700,HAS_UNIT,轴承
帅铃T8,HAS_UNIT,传感器
逸动DT,HAS_UNIT,传感器
景逸X6,HAS_UNIT,电池
中华V6,HAS_UNIT,发动机
中华V6,HAS_UNIT,空调
辉腾,HAS_UNIT,发动机
荣威750,HAS_UNIT,燃油泵
荣威750,HAS_UNIT,传感器
东南DX3,HAS_UNIT,电机
奕泽IZOA,HAS_UNIT,传感器
大迈X5,HAS_UNIT,冷却系统
大迈X5,HAS_UNIT,水泵
广汽本田VE-1,HAS_UNIT,空调
绅宝D50,HAS_UNIT,变速箱
V6菱仕,HAS_UNIT,电机
V6菱仕,HAS_UNIT,传感器
森雅,HAS_UNIT,发动机
森雅,HAS_UNIT,传感器
汉腾X7,HAS_UNIT,变速箱
昕锐,HAS_UNIT,水泵
长安欧尚科赛3,HAS_UNIT,变速箱
雪铁龙C4L,HAS_UNIT,轴承
雷克萨斯NX,HAS_UNIT,电机
分离器,UNIT_FAILURE,抖动
欧诺S,HAS_UNIT,发动机
威驰FS,HAS_UNIT,燃油泵
荣威350,HAS_UNIT,轴承
标致2008,HAS_UNIT,变速箱
标致2008,HAS_UNIT,传感器
比亚迪G5,HAS_UNIT,电池
比亚迪G5,HAS_UNIT,发动机
北京BJ20,HAS_UNIT,发动机
宝骏630,HAS_UNIT,传感器
阳光,HAS_UNIT,电池
传祺GA8,HAS_UNIT,发动机
幻速S5,HAS_UNIT,发动机
狮跑,HAS_UNIT,变速箱
北京BJ40,HAS_UNIT,助力泵
风骏5,HAS_UNIT,差速器
荣威i6,HAS_UNIT,轴承
凯迪拉克XTS,HAS_UNIT,变速箱
幻速S5,HAS_UNIT,变速箱
SWM斯威X7,HAS_UNIT,分离器
索兰托,HAS_UNIT,传感器
蓝瑟,HAS_UNIT,燃油泵
蓝瑟,HAS_UNIT,传感器
旗云,HAS_UNIT,发动机
探界者,HAS_UNIT,转向机
绅宝D70,HAS_UNIT,变速箱
幻速S7,HAS_UNIT,发动机
宝马5系,HAS_UNIT,轴承
瑞纳,HAS_UNIT,水泵
众泰E200,HAS_UNIT,电机
风光,HAS_UNIT,发动机
哈弗H3,HAS_UNIT,发动机
哈弗H3,HAS_UNIT,传感器
汉腾X7,HAS_UNIT,空调
欧力威,HAS_UNIT,发动机
欧力威,HAS_UNIT,冷却系统
索纳塔八,HAS_UNIT,发动机
传祺GA4,HAS_UNIT,变速箱
福克斯,HAS_UNIT,水泵
上汽MAXUS V80,HAS_UNIT,发动机
途昂,HAS_UNIT,燃油泵
途昂,HAS_UNIT,控制器
荣威350,HAS_UNIT,传感器
哈弗H5,HAS_UNIT,变速箱
幻速S3,HAS_UNIT,变速箱
幻速S3,HAS_UNIT,发动机
奥迪Q7,HAS_UNIT,燃油泵
艾瑞泽GX,HAS_UNIT,电机
艾瑞泽GX,HAS_UNIT,水泵
捷达,HAS_UNIT,控制器
天籁,HAS_UNIT,冷却系统
天语SX4,HAS_UNIT,变速箱
哈弗H7,HAS_UNIT,轴承
东南DX3,HAS_UNIT,变速箱
凯美瑞,HAS_UNIT,控制器
威旺306,HAS_UNIT,空调
众泰T300,HAS_UNIT,变速箱
马自达CX-4,HAS_UNIT,转向机
迈锐宝,HAS_UNIT,转向机
启辰T70,HAS_UNIT,轴承
森雅R7,HAS_UNIT,冷却系统
森雅R7,HAS_UNIT,水泵
观致3,HAS_UNIT,发动机
V5菱致,HAS_UNIT,变速箱
五菱宏光,HAS_UNIT,差速器
宝骏610,HAS_UNIT,电机
宝骏610,HAS_UNIT,传感器
沃尔沃S80L,HAS_UNIT,变速箱
朗动,HAS_UNIT,转向机
名爵HS,HAS_UNIT,电池
启辰D50,HAS_UNIT,发动机
启辰D50,HAS_UNIT,冷却系统
启辰D50,HAS_UNIT,水泵
宝骏730,HAS_UNIT,控制器
雪铁龙C3-XR,HAS_UNIT,变速箱
长安CS75,HAS_UNIT,电机
凯迪拉克SRX,HAS_UNIT,发动机
C-TREK蔚领,HAS_UNIT,传感器
金刚,HAS_UNIT,空调
艾瑞泽7,HAS_UNIT,转向机
艾瑞泽7,HAS_UNIT,助力泵
世嘉,HAS_UNIT,轴承
上汽MAXUS G50,HAS_UNIT,变速箱
上汽MAXUS G50,HAS_UNIT,发动机
奇瑞QQ,HAS_UNIT,变速箱
奇瑞QQ,HAS_UNIT,传感器
思域,HAS_UNIT,燃油泵
途昂,HAS_UNIT,转向机
启辰D60,HAS_UNIT,轴承
荣威350,HAS_UNIT,电机
荣威350,HAS_UNIT,空调
荣威RX5 MAX,HAS_UNIT,电机
荣威RX5 MAX,HAS_UNIT,水泵
荣威RX5 MAX,HAS_UNIT,轴承
凯绅,HAS_UNIT,空调
标致3008,HAS_UNIT,轴承
悦翔V7,HAS_UNIT,发动机
汉兰达,HAS_UNIT,水泵
传祺GM8,HAS_UNIT,变速箱
长安CS55,HAS_UNIT,转向机
哈弗H2,HAS_UNIT,电池
传祺GS4,HAS_UNIT,转向机
雪铁龙C3-XR,HAS_UNIT,传感器
比亚迪G3,HAS_UNIT,电机
比亚迪F0,HAS_UNIT,发动机
宋,HAS_UNIT,冷却系统
宋,HAS_UNIT,水泵
中华骏捷,HAS_UNIT,变速箱
大迈X5,HAS_UNIT,轴承
名爵HS,HAS_UNIT,电机
标致207,HAS_UNIT,变速箱
标致207,HAS_UNIT,转向机
幻速S3,HAS_UNIT,差速器
中华V6,HAS_UNIT,变速箱
中华V6,HAS_UNIT,轴承
名爵3,HAS_UNIT,冷却系统
标致308,HAS_UNIT,空调
五菱宏光,HAS_UNIT,转向机
杰德,HAS_UNIT,电池
奥迪A3,HAS_UNIT,电机
海域,HAS_UNIT,发动机
海域,HAS_UNIT,水泵
秦新能源,HAS_UNIT,传感器
幻速S3L,HAS_UNIT,发动机
五菱鸿途,HAS_UNIT,发动机
宋新能源,HAS_UNIT,传感器
宋新能源,HAS_UNIT,转向机
瑞麒X1,HAS_UNIT,传感器
宝骏730,HAS_UNIT,电机
马自达3,HAS_UNIT,变速箱
长安CS15,HAS_UNIT,传感器
英致G3,HAS_UNIT,电池
英致G3,HAS_UNIT,电机
景逸X5,HAS_UNIT,轴承
帕萨特,HAS_UNIT,水泵
众泰T600 Coupe,HAS_UNIT,轴承
海马S5,HAS_UNIT,传感器
KX3傲跑,HAS_UNIT,传感器
传祺GS7,HAS_UNIT,传感器
捷途X95,HAS_UNIT,发动机
瑞风S7,HAS_UNIT,变速箱
全顺,HAS_UNIT,变速箱
宝骏310,HAS_UNIT,轴承
凯迪拉克XTS,HAS_UNIT,电机
昊锐,HAS_UNIT,变速箱
昊锐,HAS_UNIT,轴承
宋,HAS_UNIT,轴承
旗胜F1,HAS_UNIT,空调
威朗,HAS_UNIT,控制器
控制器,COMPOSED_OF,助力泵
奔驰S级,HAS_UNIT,传感器
奔驰S级,HAS_UNIT,燃油泵
科鲁兹,HAS_UNIT,燃油泵
途岳,HAS_UNIT,冷却系统
欧拉R1,HAS_UNIT,电机
荣威550,HAS_UNIT,燃油泵
冷却系统,UNIT_FAILURE,无法启动
奔驰GLK,HAS_UNIT,变速箱
威霆,HAS_UNIT,变速箱
威霆,HAS_UNIT,发动机
威霆,HAS_UNIT,传感器
科雷傲,HAS_UNIT,变速箱
科雷傲,HAS_UNIT,轴承
众泰T600 Coupe,HAS_UNIT,发动机
启辰R30,HAS_UNIT,发动机
森雅R9,HAS_UNIT,发动机
锐腾,HAS_UNIT,传感器
风光370,HAS_UNIT,变速箱
途安,HAS_UNIT,转向机
悦动,HAS_UNIT,冷却系统
凌渡,HAS_UNIT,轴承
和悦,HAS_UNIT,空调
CC,HAS_UNIT,电池
CC,HAS_UNIT,电机
途观L新能源,HAS_UNIT,轴承
竞瑞,HAS_UNIT,发动机
竞瑞,HAS_UNIT,传感器
奥德赛,HAS_UNIT,燃油泵
名爵6,HAS_UNIT,差速器
蔚领,HAS_UNIT,发动机
启悦,HAS_UNIT,空调
途观L新能源,HAS_UNIT,变速箱
众泰SR7,HAS_UNIT,轴承
奔驰C级,HAS_UNIT,转向机
骏派A50,HAS_UNIT,变速箱
骏派A50,HAS_UNIT,发动机
骏派A50,HAS_UNIT,轴承
逸动DT,HAS_UNIT,电机
江淮iEV6E,HAS_UNIT,电机
远景,HAS_UNIT,分离器
分离器,UNIT_FAILURE,熄火
传祺GA3S视界,HAS_UNIT,电池
锐界（进口）,HAS_UNIT,传感器
DS5,HAS_UNIT,传感器
佳宝,HAS_UNIT,传感器
索纳塔九,HAS_UNIT,变速箱
索纳塔九,HAS_UNIT,发动机
雷凌,HAS_UNIT,水泵
途观L,HAS_UNIT,转向机
上汽MAXUS D60,HAS_UNIT,变速箱
上汽MAXUS D60,HAS_UNIT,发动机
别克GL6,HAS_UNIT,轴承
别克GL6,HAS_UNIT,转向机
奔驰B级,HAS_UNIT,发动机
幻速H3,HAS_UNIT,发动机
名图,HAS_UNIT,电池
T-Cross途铠,HAS_UNIT,变速箱
途观L新能源,HAS_UNIT,发动机
星途LX,HAS_UNIT,发动机
瑞风S3,HAS_UNIT,水泵
传祺GS3,HAS_UNIT,轴承
